Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,Sequence_ID,Case_No.
153.94,250.0,251.03,250.09,250.0,13,1
177.923265993266,250.0,251.19445668109668,250.1122701755652,250.16835016835017,13,1
201.90653198653197,250.0,251.35891336219336,250.13454035113034,250.33670033670035,13,1
225.88979797979798,250.0,251.52337004329004,250.15681052669552,250.5050505050505,13,1
249.87306397306395,250.0,251.68782672438672,250.1790807022607,250.67340067340066,13,1
273.85632996632995,250.0,251.8522834054834,250.2013508778259,250.84175084175084,13,1
297.83959595959595,250.0,252.01674008658009,250.22473522366522,251.010101010101,13,1
321.8228619528619,250.0,252.18119676767677,250.25385776094276,251.17845117845118,13,1
345.80612794612796,250.0,252.34565344877345,250.28298029822028,251.34680134680133,13,1
369.7893939393939,250.0,252.51011012987013,250.31210283549783,251.5151515151515,13,1
393.7726599326599,250.0,252.6745668109668,250.34122537277537,251.68350168350167,13,1
417.7559259259259,250.0,252.8390234920635,250.37034791005289,251.85185185185185,13,1
441.7391919191919,250.0,253.0030345050505,250.4003989225589,252.02020202020202,13,1
465.7224579124579,250.0,253.1661207138047,250.43237661054994,252.18855218855217,13,1
489.70572390572386,250.0,253.3292069225589,250.46435429854097,252.35690235690234,13,1
513.6889898989898,250.0,253.49229313131312,250.49633198653197,252.5252525252525,13,1
537.6722558922559,250.0,253.65537934006733,250.528309674523,252.69360269360268,13,1
561.6555218855219,250.0,253.81846554882154,250.56028736251403,252.86195286195286,13,1
585.6387878787879,250.0,253.98177017316016,250.5925481818182,253.03030303030303,13,1
609.6220538720538,250.0,254.14793994468494,250.6285230808081,253.1986531986532,13,1
633.6053198653199,250.0,254.3141097162097,250.664497979798,253.36700336700335,13,1
657.5885858585858,250.0,254.4802794877345,250.70047287878788,253.53535353535352,13,1
681.5718518518518,250.0,254.64644925925927,250.73644777777778,253.7037037037037,13,1
705.5551178451178,250.0,254.81261903078402,250.7724226767677,253.87205387205387,13,1
729.5383838383839,250.00037322558921,254.97844223569024,250.80933063973066,254.04040404040404,13,1
753.5216498316497,250.00197210998877,255.143127328844,250.8493027497194,254.2087542087542,13,1
777.5049158249158,250.00357099438833,255.30781242199777,250.8892748597082,254.37710437710436,13,1
801.4881818181818,250.00516987878788,255.4724975151515,250.92924696969698,254.54545454545453,13,1
825.4714478114477,250.00676876318744,255.63718260830527,250.96921907968576,254.7138047138047,13,1
849.4547138047137,250.00836764758697,255.80186770145903,251.00919118967454,254.88215488215488,13,1
873.4379797979798,250.00996653198652,255.9665527946128,251.04916329966332,255.05050505050505,13,1
897.4212457912458,250.01335542237658,256.1310602740754,251.09026506851887,255.2188552188552,13,1
921.4045117845117,250.01678258242134,256.29556395622416,251.13139098905603,255.38720538720537,13,1
945.3877777777777,250.0202097424661,256.4600676383729,251.1725169095932,255.55555555555554,13,1
969.3710437710438,250.02363690251087,256.6245713205216,251.2136428301304,255.72390572390572,13,1
993.3543097643096,250.02706406255564,256.7890750026703,251.25476875066758,255.8922558922559,13,1
1017.3375757575757,250.03049108225107,256.95357194805194,251.29638406926406,256.06060606060606,13,1
1041.3208417508417,250.03391726310727,257.1180286291486,251.34092442039443,256.22895622895624,13,1
1065.3041077441076,250.03734344396344,257.2824853102453,251.38546477152477,256.3973063973064,13,1
1089.2873737373736,250.04076962481963,257.446941991342,251.43000512265513,256.5656565656566,13,1
1113.2706397306397,250.04419580567583,257.61139867243867,251.47454547378547,256.73400673400675,13,1
1137.2539057239057,250.047621986532,257.77585535353535,251.51908582491583,256.9023569023569,13,1
1161.2371717171716,250.05146743434344,257.94087105723906,251.56467434343435,257.0707070707071,13,1
1185.2204377104376,250.0562640875421,258.10715503479236,251.61264087542088,257.2390572390573,13,1
1209.2037037037037,250.06106074074074,258.27343901234565,251.6606074074074,257.4074074074074,13,1
1233.1869696969698,250.0658573939394,258.439722989899,251.70857393939394,257.57575757575756,13,1
1257.1702356902356,250.07065404713805,258.6060069674523,251.75654047138048,257.74410774410774,13,1
