Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,Sequence_ID,Case_No.
153.97,100.0,102.06,100.2,100.0,4,1
177.95321548821548,100.0,102.38719958273208,100.24967951779702,100.33670033670032,4,1
201.93643097643096,100.0,102.71439916546416,100.29935903559404,100.67340067340068,4,1
225.9196464646465,100.0,103.04159874819624,100.34903855339104,101.010101010101,4,1
249.90286195286197,100.0,103.36879833092831,100.39871807118809,101.34680134680136,4,1
273.8860774410774,100.0,103.6959979136604,100.44839758898507,101.68350168350167,4,1
297.8692929292929,100.0,104.023476017316,100.50030527417027,102.02020202020203,4,1
321.85250841750843,100.0,104.3523886868687,100.56368948653198,102.35690235690237,4,1
345.8357239057239,100.0,104.68130135642136,100.6270736988937,102.6936026936027,4,1
369.8189393939394,100.0,105.01021402597402,100.6904579112554,103.03030303030305,4,1
393.8021548821549,100.0,105.3391266955267,100.75384212361712,103.36700336700338,4,1
417.7853703703704,100.0,105.66803936507937,100.81722633597884,103.70370370370372,4,1
441.7685858585859,100.0005199057239,105.99710057912458,100.88287585185184,104.04040404040404,4,1
465.75180134680136,100.00211878675644,106.3264700718294,100.95322661728396,104.37710437710436,4,1
489.7350168350168,100.003717667789,106.65583956453423,101.02357738271604,104.71380471380472,4,1
513.7182323232323,100.00531654882155,106.98520905723906,101.09392814814817,105.05050505050504,4,1
537.7014478114478,100.0069154298541,107.31457854994387,101.16427891358023,105.3872053872054,4,1
561.6846632996633,100.00851431088664,107.64394804264872,101.23462967901234,105.72390572390572,4,1
585.6678787878787,100.01024255411257,107.9732851948052,101.30570002164502,106.06060606060608,4,1
609.6510942760943,100.01366872775374,108.30219786435786,101.3862151022126,106.3973063973064,4,1
633.6343097643098,100.0170949013949,108.63111053391054,101.46673018278018,106.73400673400674,4,1
657.6175252525253,100.02052107503609,108.9600232034632,101.54724526334776,107.07070707070709,4,1
681.6007407407408,100.02394724867725,109.28893587301587,101.62776034391534,107.40740740740742,4,1
705.5839562289563,100.02737342231842,109.61784854256857,101.70827542448292,107.74410774410777,4,1
729.5671717171717,100.03111943434344,109.94686782491584,101.79014981818182,108.08080808080808,4,1
753.5503872053872,100.03591607744109,110.27623731762066,101.8764893939394,108.41750841750842,4,1
777.5336026936027,100.04071272053872,110.60560681032548,101.96282896969696,108.75420875420876,4,1
801.5168181818183,100.04550936363636,110.93497630303033,102.04916854545456,109.09090909090912,4,1
825.5000336700338,100.050306006734,111.26434579573514,102.13550812121213,109.42760942760944,4,1
849.4832491582492,100.05510264983164,111.59371528843997,102.2218476969697,109.76430976430976,4,1
873.4664646464647,100.0598992929293,111.9230847811448,102.30818727272728,110.10101010101012,4,1
897.4496801346802,100.07006056422252,112.2536148158247,102.40054507800276,110.43771043771044,4,1
921.4328956228956,100.08033688307772,112.58416973900012,102.49303194769952,110.7744107744108,4,1
945.4161111111111,100.09061320193292,112.91472466217556,102.58551881739628,111.11111111111111,4,1
969.3993265993266,100.10088952078812,113.245279585351,102.67800568709302,111.44781144781146,4,1
993.382542087542,100.11116583964332,113.57583450852644,102.77049255678978,111.7845117845118,4,1
1017.3657575757576,100.1221637012987,113.90615896103895,102.86370344155844,112.12121212121214,4,1
1041.348973063973,100.13758148268398,114.23507163059163,102.96134939033188,112.45791245791249,4,1
1065.3321885521889,100.15299926406928,114.5639843001443,103.05899533910534,112.7946127946128,4,1
1089.315404040404,100.16841704545456,114.89289696969696,103.15664128787878,113.13131313131314,4,1
1113.2986195286196,100.18383482683984,115.22180963924964,103.25428723665225,113.46801346801348,4,1
1137.281835016835,100.19925260822512,115.5507223088023,103.35193318542568,113.8047138047138,4,1
1161.2650505050506,100.21581204040405,115.8802576969697,103.45148188552189,114.14141414141416,4,1
1185.2482659932662,100.2349986127946,116.21122607070708,103.55540915263748,114.47811447811448,4,1
1209.2314814814815,100.25418518518518,116.54219444444443,103.65933641975307,114.81481481481482,4,1
1233.2146969696971,100.27337175757576,116.8731628181818,103.76326368686868,115.15151515151516,4,1
1257.1979124579125,100.29255832996633,117.2041311919192,103.86719095398428,115.4882154882155,4,1
1281.181127946128,100.3117449023569,117.53509956565657,103.97111822109989,115.82491582491583,4,1
1305.1643434343434,100.33116434343434,117.86596813852812,104.07523954545454,116.16161616161618,4,1
1329.147558922559,100.35514755892255,118.1948808080808,104.1831640151515,116.49831649831653,4,1
1353.1307744107744,100.37913077441075,118.52379347763348,104.29108848484849,116.83501683501684,4,1
1377.11398989899,100.40311398989898,118.85270614718614,104.39901295454546,117.17171717171718,4,1
1401.0972053872051,100.4270972053872,119.1816188167388,104.50693742424242,117.50841750841752,4,1
1425.080420875421,100.4510804208754,119.51053148629148,104.6148618939394,117.84511784511784,4,1
1449.0636363636363,100.47641393939394,119.83987818181818,104.72396787878787,118.1818181818182,4,1
1473.046851851852,100.50679267901236,120.17084655555556,104.83748843209877,118.51851851851852,4,1
1497.0300673400675,100.53717141863076,120.50181492929292,104.95100898540966,118.85521885521884,4,1
1521.0132828282829,100.56755015824916,120.8327833030303,105.06452953872054,119.1919191919192,4,1
1544.9964983164984,100.59792889786756,121.16375167676767,105.17805009203144,119.52861952861952,4,1
1568.9797138047138,100.62830763748596,121.49472005050504,105.2915706453423,119.86531986531986,4,1
1592.9629292929294,100.65868637710436,121.82568842424244,105.4050911986532,120.2020202020202,4,1
1616.9461447811448,100.6927802068302,122.1563289959115,105.5230917135642,120.53872053872054,4,1
1640.9293602693604,100.72704194324194,122.48695475228476,105.6412947041847,120.87542087542089,4,1
1664.9125757575755,100.76130367965368,122.817580508658,105.7594976948052,121.2121212121212,4,1
1688.895791245791,100.7955654160654,123.14820626503126,105.87770068542568,121.54882154882156,4,1
1712.879006734007,100.82982715247716,123.47883202140451,105.99590367604615,121.88552188552188,4,1
1736.8622222222225,100.86490666666668,123.80925333333332,106.11451555555556,122.22222222222224,4,1
