Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,Sequence_ID,Case_No.
153.91,180.0,181.03,180.09,180.0,11,1
177.8933164983165,180.0,181.19274393338142,180.11398331649832,180.16835016835017,11,1
201.876632996633,180.0,181.35548786676287,180.13796663299664,180.33670033670035,11,1
225.8599494949495,180.0,181.5182318001443,180.16194994949495,180.50505050505052,11,1
249.843265993266,180.0,181.6809757335257,180.18593326599327,180.6734006734007,11,1
273.8265824915825,180.0,181.84371966690716,180.2099165824916,180.84175084175087,11,1
297.809898989899,180.0,182.00674216450216,180.2347355916306,181.010101010101,11,1
321.7932154882155,180.0,182.1711991919192,180.26385819023568,181.17845117845118,11,1
345.77653198653195,180.0,182.33565621933622,180.2929807888408,181.34680134680136,11,1
369.7598484848485,180.0,182.50011324675324,180.32210338744588,181.51515151515153,11,1
393.743164983165,180.0,182.66457027417027,180.351225986051,181.68350168350167,11,1
417.7264814814814,180.0,182.8290273015873,180.38034858465608,181.85185185185185,11,1
441.70979797979794,180.0,182.9935586127946,180.4114397037037,182.02020202020202,11,1
465.69311447811447,180.0,183.15824405274972,180.4466152345679,182.1885521885522,11,1
489.676430976431,180.0,183.32292949270482,180.4817907654321,182.35690235690237,11,1
513.6597474747474,180.0,183.48761493265994,180.5169662962963,182.5252525252525,11,1
537.6430639730639,180.0,183.65230037261503,180.5521418271605,182.69360269360268,11,1
561.6263804713805,180.0,183.81698581257015,180.5873173580247,182.86195286195286,11,1
585.609696969697,180.0001214069264,183.98165506493507,180.62267095238096,183.03030303030303,11,1
609.5930134680134,180.001834500962,184.1461120923521,180.66035902116403,183.1986531986532,11,1
633.5763299663299,180.0035475949976,184.31056911976913,180.6980470899471,183.36700336700338,11,1
657.5596464646464,180.00526068903318,184.47502614718616,180.73573515873017,183.53535353535355,11,1
681.5429629629629,180.0069737830688,184.63948317460319,180.77342322751323,183.7037037037037,11,1
705.5262794612794,180.00868687710437,184.80394020202021,180.8111112962963,183.87205387205387,11,1
729.5095959595959,180.0103733063973,184.96882386531988,180.84933265993266,184.04040404040404,11,1
753.4929124579124,180.01197219416386,185.13510819304153,180.88930485409654,184.20875420875421,11,1
777.476228956229,180.01357108193042,185.3013925207632,180.9292770482604,184.3771043771044,11,1
801.4595454545454,180.01516996969698,185.46767684848484,180.96924924242424,184.54545454545456,11,1
825.4428619528619,180.01676885746352,185.6339611762065,181.00922143658812,184.71380471380473,11,1
849.4261784511784,180.01836774523008,185.80024550392818,181.04919363075197,184.88215488215488,11,1
873.4094949494948,180.01996663299664,185.96652983164984,181.08916582491582,185.05050505050505,11,1
