Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,Sequence_ID,Case_No.
153.97,100.0,102.57,100.25,100.0,5,1
177.95321548821548,100.0,102.97942775012024,100.31338421236173,100.42087542087542,5,1
201.93643097643096,100.0,103.3888555002405,100.37676842472342,100.84175084175084,5,1
225.9196464646465,100.0,103.79828325036074,100.44015263708512,101.26262626262628,5,1
249.90286195286197,100.0,104.207711000481,100.50353684944685,101.68350168350167,5,1
273.8860774410774,100.0,104.61713875060124,100.56692106180856,102.10437710437712,5,1
297.8692929292929,100.0,105.02684502164502,100.63253344155844,102.52525252525253,5,1
321.85250841750843,100.0,105.43798585858583,100.70962234848486,102.94612794612796,5,1
345.8357239057239,100.0,105.84912669552668,100.78671125541126,103.36700336700338,5,1
369.8189393939394,100.0,106.26026753246752,100.86380016233764,103.7878787878788,5,1
393.8021548821549,100.0,106.67140836940835,100.94088906926406,104.2087542087542,5,1
417.7853703703704,100.0,107.0825492063492,101.01797797619048,104.62962962962963,5,1
441.7685858585859,100.0005199057239,107.49361577104376,101.09911472053872,105.05050505050504,5,1
465.75180134680136,100.00211878675644,107.90452819640852,101.18865205836138,105.47138047138048,5,1
489.7350168350168,100.003717667789,108.31544062177328,101.27818939618406,105.8922558922559,5,1
513.7182323232323,100.00531654882155,108.72635304713803,101.36772673400672,106.31313131313132,5,1
537.7014478114478,100.0069154298541,109.1372654725028,101.4572640718294,106.73400673400674,5,1
561.6846632996633,100.00851431088664,109.54817789786756,101.54680140965208,107.15488215488216,5,1
585.6678787878787,100.01024255411257,109.95922777056278,101.63703406926406,107.5757575757576,5,1
609.6510942760943,100.01366872775374,110.3720816943242,101.7363931048581,107.996632996633,5,1
633.6343097643098,100.0170949013949,110.78493561808564,101.83575214045212,108.41750841750844,5,1
657.6175252525253,100.02052107503609,111.19778954184704,101.93511117604618,108.83838383838383,5,1
681.6007407407408,100.02394724867725,111.61064346560848,102.0344702116402,109.25925925925928,5,1
705.5839562289563,100.02737342231842,112.0234973893699,102.13382924723425,109.6801346801347,5,1
729.5671717171717,100.03186572390572,112.4358982087542,102.2350007003367,110.10101010101012,5,1
753.5503872053872,100.03986012906846,112.84681063411897,102.3421257295174,110.52188552188554,5,1
777.5336026936027,100.0478545342312,113.25772305948372,102.44925075869808,110.94276094276096,5,1
801.5168181818183,100.05584893939394,113.66863548484848,102.55637578787878,111.36363636363636,5,1
825.5000336700338,100.06384334455667,114.07954791021324,102.66350081705949,111.7845117845118,5,1
849.4832491582492,100.07183774971942,114.490460335578,102.77062584624018,112.2053872053872,5,1
873.4664646464647,100.07983215488215,114.90137276094276,102.87775087542089,112.62626262626264,5,1
897.4496801346802,100.09173732492629,115.31409932960491,102.99401972785532,113.04713804713803,5,1
921.4328956228956,100.10372636359068,115.72686480362192,103.11048467488088,113.46801346801348,5,1
945.4161111111111,100.11571540225508,116.13963027763891,103.2269496219064,113.88888888888889,5,1
969.3993265993266,100.12770444091947,116.55239575165592,103.34341456893196,114.3097643097643,5,1
993.382542087542,100.13969347958388,116.9651612256729,103.4598795159575,114.73063973063974,5,1
1017.3657575757576,100.15264452380951,117.3779391125541,103.5770691991342,115.15151515151516,5,1
1041.348973063973,100.17148847883598,117.79079303631552,103.69869836339586,115.57239057239056,5,1
1065.3321885521889,100.19033243386244,118.20364696007697,103.82032752765753,115.993265993266,5,1
1089.315404040404,100.20917638888888,118.61650088383838,103.9419566919192,116.4141414141414,5,1
1113.2986195286196,100.22802034391536,119.02935480759982,104.06358585618084,116.83501683501684,5,1
1137.281835016835,100.2468642989418,119.44220873136123,104.18521502044251,117.25589225589223,5,1
1161.2650505050506,100.26726505050506,119.85495886868688,104.30923127272727,117.67676767676768,5,1
1185.2482659932662,100.29124826599327,120.26747017508418,104.43874063636363,118.0976430976431,5,1
1209.2314814814815,100.31523148148148,120.67998148148148,104.56825,118.51851851851852,5,1
1233.2146969696971,100.33921469696968,121.0924927878788,104.69775936363637,118.93939393939394,5,1
1257.1979124579125,100.3631979124579,121.5050040942761,104.82726872727272,119.36026936026936,5,1
1281.181127946128,100.38718112794612,121.9175154006734,104.95677809090908,119.7811447811448,5,1
1305.1643434343434,100.411497012987,122.33004334054834,105.0866533910534,120.2020202020202,5,1
1329.147558922559,100.44233257575758,122.74289726430976,105.22370033670032,120.62289562289564,5,1
1353.1307744107744,100.47316813852814,123.1557511880712,105.36074728234728,121.04377104377105,5,1
1377.11398989899,100.5040037012987,123.5686051118326,105.49779422799422,121.46464646464648,5,1
1401.0972053872051,100.53483926406926,123.98145903559404,105.63484117364116,121.8855218855219,5,1
1425.080420875421,100.56567482683982,124.39431295935546,105.77188811928812,122.30639730639732,5,1
1449.0636363636363,100.59776424242423,124.80709454545456,105.90970666666666,122.72727272727276,5,1
1473.046851851852,100.63453850617285,125.21960585185184,106.05040819753086,123.14814814814817,5,1
1497.0300673400675,100.67131276992144,125.63211715824916,106.19110972839506,123.56902356902356,5,1
1521.0132828282829,100.70808703367004,126.04462846464646,106.33181125925924,123.989898989899,5,1
1544.9964983164984,100.74486129741862,126.45713977104376,106.47251279012346,124.4107744107744,5,1
1568.9797138047138,100.78163556116722,126.86965107744108,106.61321432098764,124.83164983164984,5,1
1592.9629292929294,100.81840982491582,127.28216238383838,106.75391585185186,125.25252525252525,5,1
1616.9461447811448,100.86261426887928,127.695001492304,106.9009548893699,125.67340067340066,5,1
1640.9293602693604,100.90715452621453,128.1078554160654,107.04828035594036,126.0942760942761,5,1
1664.9125757575755,100.95169478354978,128.52070933982685,107.19560582251084,126.51515151515152,5,1
1688.895791245791,100.99623504088504,128.93356326358827,107.34293128908128,126.93602693602692,5,1
1712.879006734007,101.0407752982203,129.3464171873497,107.49025675565176,127.35690235690237,5,1
1736.8622222222225,101.08613333333334,129.75927111111113,107.6384,127.7777777777778,5,1
1760.845437710438,101.13752593795094,130.17212503487255,107.79257781385282,128.1986531986532,5,1
1784.8286531986532,101.18891854256854,130.58497895863397,107.94675562770564,128.6195286195286,5,1
1808.8118686868688,101.24031114718616,130.9978328823954,108.10093344155844,129.040404040404,5,1
1832.795084175084,101.29170375180377,131.4106868061568,108.25511125541124,129.46127946127945,5,1
1856.7782996633,101.34309635642136,131.82354072991825,108.40928906926406,129.88215488215485,5,1
1880.7615151515151,101.39622763636363,132.23629806060606,108.564626,130.30303030303028,5,1
1904.7447306397307,101.45378735353536,132.64880936700337,108.72291522222224,130.7239057239057,5,1
1928.727946127946,101.51134707070706,133.06132067340067,108.88120444444444,131.14478114478112,5,1
1952.7111616161617,101.5689067878788,133.47383197979798,109.03949366666669,131.56565656565655,5,1
1976.6943771043773,101.6264665050505,133.88634328619528,109.1977828888889,131.986531986532,5,1
2000.6775925925929,101.68402622222222,134.2988545925926,109.35607211111112,132.40740740740742,5,1
2024.660808080808,101.74184082251082,134.71137533910533,109.51453125541126,132.82828282828285,5,1
2048.6440235690234,101.80865120851372,135.12422926286675,109.6789875901876,133.24915824915826,5,1
2072.627239057239,101.8754615945166,135.5370831866282,109.84344392496392,133.67003367003366,5,1
2096.6104545454546,101.94227198051948,135.9499371103896,110.00790025974028,134.0909090909091,5,1
2120.59367003367,102.00908236652236,136.36279103415103,110.1723565945166,134.51178451178453,5,1
2144.5768855218853,102.07589275252523,136.77564495791248,110.33681292929292,134.93265993265993,5,1
2168.560101010101,102.1436803030303,137.18873774410775,110.50192070707072,135.35353535353536,5,1
2192.5433164983165,102.21562994949494,137.6028479315376,110.66980321548822,135.77441077441077,5,1
2216.526531986532,102.2875795959596,138.01695811896747,110.83768572390572,136.1952861952862,5,1
2240.509747474747,102.35952924242424,138.4310683063973,111.00556823232324,136.6161616161616,5,1
2264.492962962963,102.43147888888888,138.84517849382715,111.17345074074072,137.03703703703704,5,1
2288.4761784511784,102.50342853535354,139.259288681257,111.34133324915824,137.45791245791247,5,1
2312.459393939394,102.57537818181818,139.67339886868686,111.50921575757576,137.8787878787879,5,1
2336.442609427609,102.653740002405,140.08633349086097,111.68351044011544,138.2996632996633,5,1
2360.4258249158247,102.732541996152,140.4991874146224,111.8582452958153,138.7205387205387,5,1
2384.4090404040403,102.811343989899,140.91204133838383,112.03298015151516,139.14141414141417,5,1
2408.392255892256,102.890145983646,141.32489526214528,112.207715007215,139.56228956228958,5,1
2432.375471380471,102.968947977393,141.7377491859067,112.38244986291488,139.98316498316498,5,1
2456.3586868686866,103.04842388167388,142.1506031096681,112.55769015151516,140.40404040404042,5,1
2480.341902356902,103.13407822270322,142.56345703342956,112.73756426767676,140.82491582491582,5,1
2504.325117845118,103.21973256373256,142.97631095719098,112.9174383838384,141.24579124579125,5,1
2528.3083333333334,103.30538690476192,143.3891648809524,113.0973125,141.66666666666666,5,1
2552.2915488215485,103.39104124579126,143.8020188047138,113.2771866161616,142.0875420875421,5,1
2576.274764309764,103.4766955868206,144.21487272847523,113.45706073232324,142.5084175084175,5,1
2600.25797979798,103.56378032323232,144.62805445117846,113.63630905050503,142.92929292929293,5,1
2624.2411952861958,103.65491654208756,145.0421646386083,113.81378484511784,143.35016835016836,5,1
2648.2244107744104,103.74605276094276,145.45627482603817,113.99126063973064,143.77104377104376,5,1
2672.207626262626,103.837188979798,145.87038501346802,114.16873643434344,144.1919191919192,5,1
2696.1908417508416,103.9283251986532,146.28449520089788,114.34621222895623,144.6127946127946,5,1
2720.174057239057,104.01946141750842,146.6986053883277,114.52368802356902,145.03367003367003,5,1
2744.157272727273,104.11064032467532,147.1127185714286,114.701202012987,145.45454545454547,5,1
2768.140488215488,104.20828627344878,147.5272855820106,114.8845023027898,145.87542087542087,5,1
2792.1237037037035,104.30593222222222,147.9418525925926,115.0678025925926,146.2962962962963,5,1
2816.106919191919,104.40357817099569,148.3564196031746,115.2511028823954,146.7171717171717,5,1
2840.0901346801347,104.50122411976912,148.77098661375663,115.43440317219816,147.13804713804714,5,1
2864.07335016835,104.59887006854257,149.1855536243386,115.61770346200096,147.55892255892255,5,1
2888.056565656565,104.69757845117846,149.59977292929293,115.80191164983164,147.97979797979798,5,1
2912.039781144781,104.80150571829404,150.01228423569023,115.99057961167227,148.4006734006734,5,1
2936.0229966329966,104.90543298540966,150.42479554208754,116.17924757351292,148.82154882154882,5,1
2960.006212121212,105.00936025252524,150.83730684848484,116.36791553535352,149.24242424242425,5,1
2983.989427609428,105.11328751964083,151.24981815488215,116.55658349719415,149.66329966329968,5,1
3007.972643097643,105.21721478675646,151.66232946127948,116.7452514590348,150.0841750841751,5,1
3031.9558585858586,105.32114205387204,152.0748407676768,116.93391942087544,150.50505050505052,5,1
3055.939074074074,105.43029291005293,152.4892325661376,117.12707966931217,150.92592592592595,5,1
3079.9222895622893,105.53993046657048,152.9037995767196,117.32065848003847,151.34680134680136,5,1
3103.905505050505,105.64956802308802,153.3183665873016,117.5142372907648,151.76767676767676,5,1
3127.8887205387205,105.75920557960558,153.7329335978836,117.7078161014911,152.1885521885522,5,1
3151.871936026936,105.86884313612312,154.1475006084656,117.9013949122174,152.60942760942763,5,1
3175.855151515151,105.97887822510822,154.5619351082251,118.09537125541124,153.03030303030303,5,1
3199.838367003367,106.09365504208752,154.97478903198652,118.29408932659932,153.45117845117846,5,1
3223.8215824915824,106.20843185906686,155.38764295574796,118.4928073977874,153.87205387205387,5,1
3247.804797979798,106.32320867604618,155.80049687950938,118.69152546897548,154.2929292929293,5,1
3271.7880134680136,106.4379854930255,156.2133508032708,118.89024354016354,154.7138047138047,5,1
3295.7712289562287,106.5527623100048,156.62620472703222,119.0889616113516,155.13468013468014,5,1
3319.7544444444443,106.66915585185184,157.03936007407407,119.28872096296296,155.55555555555554,5,1
3343.73765993266,106.79067081032548,157.45347026150392,119.49177885409652,155.97643097643098,5,1
3367.7208754208755,106.9121857687991,157.86758044893378,119.69483674523008,156.3973063973064,5,1
3391.7040909090906,107.03370072727272,158.28169063636363,119.89789463636365,156.8181818181818,5,1
3415.687306397306,107.15521568574636,158.6958008237935,120.1009525274972,157.23905723905725,5,1
3439.670521885522,107.27673064421998,159.10991101122335,120.30401041863075,157.65993265993268,5,1
3463.6537373737374,107.3982456026936,159.5240211986532,120.50706830976432,158.08080808080808,5,1
3487.636952861953,107.52493817941318,159.93689325998076,120.71429080687832,158.50168350168352,5,1
3511.620168350168,107.6517066041366,160.34974718374218,120.92157431216933,158.92255892255892,5,1
3535.603383838384,107.77847502886004,160.7626011075036,121.12885781746031,159.34343434343435,5,1
3559.5865993265998,107.90524345358344,161.17545503126502,121.33614132275132,159.76430976430976,5,1
3583.569814814815,108.03201187830688,161.58830895502646,121.54342482804232,160.1851851851852,5,1
3607.55303030303,108.15942323232323,162.001348989899,121.75126666666668,160.6060606060606,5,1
3631.5362457912456,108.29053147699214,162.41545917732884,121.96231896296295,161.02693602693603,5,1
3655.519461279461,108.42163972166104,162.8295693647587,122.17337125925926,161.44781144781143,5,1
3679.502676767677,108.55274796632996,163.24367955218855,122.38442355555556,161.86868686868686,5,1
3703.485892255892,108.68385621099888,163.6577897396184,122.59547585185186,162.28956228956227,5,1
3727.469107744108,108.81496445566778,164.07189992704826,122.80652814814816,162.7104377104377,5,1
3751.452323232323,108.9460727003367,164.48601011447812,123.01758044444443,163.1313131313131,5,1
3775.4355387205383,109.0840199025974,164.89899748797498,123.23291984848484,163.55218855218854,5,1
3799.4187542087534,109.22277993506492,165.31185141173643,123.4487687878788,163.97306397306397,5,1
3823.4019696969694,109.36153996753248,165.72470533549784,123.66461772727271,164.39393939393938,5,1
3847.385185185185,109.5003,166.13755925925926,123.88046666666666,164.8148148148148,5,1
3871.3684006734006,109.63906003246753,166.55041318302068,124.0963156060606,165.23569023569024,5,1
3895.351616161616,109.77801315295817,166.96336365079364,124.31235763347765,165.65656565656568,5,1
3919.334831649832,109.92019935906686,167.37793066137564,124.53163274651274,166.07744107744108,5,1
3943.318047138047,110.06238556517556,167.79249767195768,124.75090785954784,166.4983164983165,5,1
3967.301262626263,110.20457177128426,168.20706468253968,124.97018297258298,166.91919191919192,5,1
3991.284478114478,110.34675797739295,168.6216316931217,125.18945808561809,167.34006734006735,5,1
4015.2676936026937,110.48894418350169,169.03619870370372,125.4087331986532,167.76094276094275,5,1
4039.250909090909,110.63255563636363,169.4506656969697,125.62900848484848,168.1818181818182,5,1
4063.234124579125,110.78125157239056,169.86477588439956,125.85285182940515,168.6026936026936,5,1
4087.21734006734,110.9299475084175,170.27888607182942,126.07669517396184,169.02356902356902,5,1
4111.200555555556,111.07864344444444,170.69299625925927,126.30053851851852,169.44444444444446,5,1
4135.183771043771,111.22733938047138,171.1071064466891,126.5243818630752,169.8653198653199,5,1
4159.166986531986,111.37603531649832,171.52121663411896,126.74822520763188,170.2861952861953,5,1
4183.150202020202,111.52473125252526,171.9353268215488,126.97206855218856,170.70707070707073,5,1
